Debtor,Tuition fees up to date,1st_sem_enrolled,1st_sem_evaluations,1st_sem_approved,1st_sem_grade,1st_sem_without_evaluations,1st_sem_failed,1st_sem_pass_rate,2nd_sem_enrolled,2nd_sem_evaluations,2nd_sem_approved,2nd_sem_grade,2nd_sem_without_evaluations,2nd_sem_failed,2nd_sem_pass_rate,total_failed,avg_grade,Target
0,1,6,7,6,6.0,0,0,0.8571,6,7,6,6.0,0,0,0.8571,0,6.0,Graduate
0,1,7,13,7,6.1875,0,0,0.5385,7,8,4,5.625,0,3,0.5,3,5.9062,Dropout
0,1,6,9,6,5.75,0,0,0.6667,6,11,5,7.0,0,1,0.4545,1,6.375,Graduate
0,1,6,7,6,6.0,0,0,0.8571,6,6,6,6.25,0,0,1.0,0,6.125,Graduate
0,1,6,15,3,7.2,0,3,0.2,6,20,0,0.0,0,6,0.0,9,3.6,Dropout
1,0,6,11,0,0.0,0,6,0.0,5,6,0,0.0,0,5,0.0,11,0.0,Dropout
0,1,6,8,6,6.583333333333333,0,0,0.75,6,8,5,6.3,0,1,0.625,1,6.4417,Enrolled
1,1,6,0,0,0.0,0,6,0.0,6,0,0,0.0,0,6,0.0,12,0.0,Dropout
0,1,12,12,3,6.0,0,9,0.25,12,16,5,5.9,0,7,0.3125,16,5.95,Dropout
0,1,6,6,6,7.75,0,0,1.0,6,7,6,6.083333333333333,0,0,0.8571,0,6.9167,Graduate
0,1,6,6,6,7.333333333333333,0,0,1.0,6,6,6,6.583333333333333,0,0,1.0,0,6.9583,Graduate
0,1,5,9,5,6.142857142857143,0,0,0.5556,5,8,5,5.5625,0,0,0.625,0,5.8527,Graduate
0,1,6,7,6,6.5,0,0,0.8571,6,15,4,6.4,0,2,0.2667,2,6.45,Graduate
0,1,7,8,6,6.625,0,1,0.75,8,8,8,6.875,0,0,1.0,1,6.75,Enrolled
0,1,5,15,3,5.4,0,2,0.2,5,6,3,5.25,0,2,0.5,4,5.325,Enrolled
0,1,11,14,11,6.375,0,0,0.7857,7,7,7,6.714285714285714,0,0,1.0,0,6.5446,Graduate
0,1,6,7,5,6.4,0,1,0.7143,6,6,6,6.166666666666667,0,0,1.0,1,6.2833,Graduate
0,1,6,7,6,7.214285714285714,0,0,0.8571,6,8,6,7.5,2,0,0.75,0,7.3571,Graduate
0,1,6,8,5,6.3,0,1,0.625,6,7,5,6.1,0,1,0.7143,2,6.2,Graduate
0,1,6,6,6,6.25,0,0,1.0,6,6,6,5.833333333333333,0,0,1.0,0,6.0417,Graduate
0,1,14,26,12,6.26304347826087,1,2,0.4615,14,26,12,6.26304347826087,1,2,0.4615,4,6.263,Graduate
0,1,8,8,7,6.665714285714286,0,1,0.875,8,8,7,6.665714285714286,0,1,0.875,2,6.6657,Graduate
0,1,12,21,11,5.75,0,1,0.5238,12,22,12,5.71875,0,0,0.5455,1,5.7344,Enrolled
0,1,8,10,1,6.835,7,7,0.1,8,10,1,6.835,7,7,0.1,14,6.835,Enrolled
0,0,4,4,0,0.0,4,4,0.0,5,8,3,6.0,0,2,0.375,6,3.0,Dropout
0,1,6,8,6,5.642857142857143,0,0,0.75,6,10,5,6.1,0,1,0.5,1,5.8714,Enrolled
0,1,15,17,14,5.678571428571429,0,1,0.8235,14,15,13,6.423076923076924,0,1,0.8667,2,6.0508,Dropout
0,1,6,6,6,6.083333333333333,0,0,1.0,6,6,6,6.25,0,0,1.0,0,6.1667,Enrolled
1,1,6,7,5,5.7,0,1,0.7143,6,9,6,5.75,0,0,0.6667,1,5.725,Graduate
0,1,5,5,5,6.5,0,0,1.0,5,5,5,7.1,0,0,1.0,0,6.8,Graduate
1,0,10,23,6,5.714285714285714,0,4,0.2609,7,15,4,6.0,1,3,0.2667,7,5.8571,Dropout
0,1,6,6,6,5.916666666666667,0,0,1.0,6,8,4,5.375,2,2,0.5,2,5.6458,Graduate
0,1,6,0,0,0.0,0,6,0.0,6,0,0,0.0,0,6,0.0,12,0.0,Dropout
1,0,7,7,0,0.0,0,7,0.0,5,10,0,0.0,0,5,0.0,12,0.0,Dropout
0,1,6,6,6,6.333333333333333,0,0,1.0,6,8,5,5.7,0,1,0.625,1,6.0167,Graduate
0,1,5,6,5,6.3,0,0,0.8333,5,8,3,6.333333333333333,0,2,0.375,2,6.3167,Graduate
1,0,9,9,8,6.5625,0,1,0.8889,9,13,6,6.5,0,3,0.4615,4,6.5312,Enrolled
0,1,6,17,1,5.5,0,5,0.0588,6,19,0,0.0,0,6,0.0,11,2.75,Enrolled
1,1,5,11,4,6.25,2,1,0.3636,5,11,2,6.25,0,3,0.1818,4,6.25,Dropout
0,1,6,6,6,6.5,0,0,1.0,6,8,5,6.7,0,1,0.625,1,6.6,Graduate
0,1,6,11,4,6.125,0,2,0.3636,6,10,3,5.833333333333333,0,3,0.3,5,5.9792,Graduate
0,1,6,6,6,7.083333333333333,0,0,1.0,6,7,6,6.833333333333333,0,0,0.8571,0,6.9583,Graduate
0,1,6,13,2,6.0,0,4,0.1538,6,12,1,6.5,0,5,0.0833,9,6.25,Dropout
0,1,7,7,6,6.091666666666666,0,1,0.8571,7,7,6,6.091666666666666,0,1,0.8571,2,6.0917,Graduate
0,1,7,8,6,6.979166666666667,0,1,0.75,8,8,8,7.359375,0,0,1.0,1,7.1693,Graduate
0,1,8,8,7,6.756428571428571,0,1,0.875,8,8,7,6.756428571428571,0,1,0.875,2,6.7564,Graduate
0,1,5,7,4,5.625,0,1,0.5714,5,6,4,6.125,0,1,0.6667,2,5.875,Enrolled
0,1,6,11,1,6.0,0,5,0.0909,5,10,0,0.0,0,5,0.0,10,3.0,Enrolled
0,1,6,8,6,7.5625,0,0,0.75,6,10,6,7.3,0,0,0.6,0,7.4313,Graduate
0,1,6,9,6,6.333333333333333,0,0,0.6667,6,12,2,6.5,0,4,0.1667,4,6.4167,Enrolled
1,1,5,5,4,7.25,0,1,0.8,6,8,3,6.666666666666667,0,3,0.375,4,6.9583,Dropout
0,1,5,7,3,6.166666666666667,0,2,0.4286,5,5,0,0.0,0,5,0.0,7,3.0833,Dropout
0,1,6,6,6,7.083333333333333,0,0,1.0,6,6,6,7.0,0,0,1.0,0,7.0417,Graduate
0,1,11,15,8,6.8,0,3,0.5333,8,10,8,7.555555555555555,0,0,0.8,3,7.1778,Graduate
0,1,6,8,6,6.333333333333333,0,0,0.75,6,7,6,6.357142857142857,0,0,0.8571,0,6.3452,Graduate
0,1,5,7,3,6.333333333333333,1,2,0.4286,5,12,2,6.25,0,3,0.1667,5,6.2917,Enrolled
0,1,6,8,5,5.5,0,1,0.625,6,9,5,6.5,0,1,0.5556,2,6.0,Graduate
0,1,7,7,7,6.899285714285715,0,0,1.0,8,8,8,7.378125,0,0,1.0,0,7.1387,Graduate
1,1,6,9,5,6.8,0,1,0.5556,6,10,4,5.875,0,2,0.4,3,6.3375,Enrolled
0,1,6,19,0,0.0,0,6,0.0,6,6,0,0.0,0,6,0.0,12,0.0,Dropout
0,1,7,7,6,7.133333333333333,0,1,0.8571,7,7,6,7.133333333333333,0,1,0.8571,2,7.1333,Graduate
0,1,7,7,7,7.286428571428571,0,0,1.0,8,9,8,7.477777777777778,0,0,0.8889,0,7.3821,Graduate
1,1,6,6,6,6.333333333333333,0,0,1.0,6,6,6,7.0,0,0,1.0,0,6.6667,Graduate
0,1,5,7,2,5.0,1,3,0.2857,5,9,1,6.0,0,4,0.1111,7,5.5,Enrolled
0,1,8,8,8,5.8125,0,0,1.0,7,12,5,5.6,0,2,0.4167,2,5.7062,Graduate
0,1,6,9,6,6.857142857142857,0,0,0.6667,6,13,5,7.166666666666667,0,1,0.3846,1,7.0119,Dropout
1,1,6,13,6,5.428571428571429,0,0,0.4615,6,10,4,5.5,0,2,0.4,2,5.4643,Dropout
0,1,7,8,7,6.69375,0,0,0.875,8,8,8,7.95,0,0,1.0,0,7.3219,Graduate
0,1,6,7,6,6.333333333333333,0,0,0.8571,6,8,4,6.125,0,2,0.5,2,6.2292,Enrolled
0,1,8,8,7,5.994285714285715,0,1,0.875,8,8,7,5.994285714285715,0,1,0.875,2,5.9943,Graduate
0,1,6,8,6,5.833333333333333,0,0,0.75,6,9,4,6.0,0,2,0.4444,2,5.9167,Dropout
0,1,8,8,0,0.0,8,8,0.0,8,8,0,0.0,8,8,0.0,16,0.0,Enrolled
0,1,6,6,0,0.0,0,6,0.0,6,6,0,0.0,0,6,0.0,12,0.0,Dropout
1,1,5,9,5,6.6,2,0,0.5556,5,7,2,6.25,2,3,0.2857,3,6.425,Enrolled
0,1,5,7,4,6.5,0,1,0.5714,5,8,3,6.166666666666667,0,2,0.375,3,6.3333,Graduate
0,1,6,6,6,7.0,0,0,1.0,6,9,5,6.9,0,1,0.5556,1,6.95,Graduate
0,1,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0.0,0,0.0,Dropout
0,1,5,5,5,6.5,0,0,1.0,5,5,5,6.6,0,0,1.0,0,6.55,Graduate
0,1,8,8,8,7.125,0,0,1.0,8,8,8,7.125,0,0,1.0,0,7.125,Graduate
0,1,8,8,7,7.007142857142857,0,1,0.875,8,8,7,7.007142857142857,0,1,0.875,2,7.0071,Enrolled
0,1,6,0,0,0.0,0,6,0.0,6,0,0,0.0,0,6,0.0,12,0.0,Dropout
1,1,6,8,6,6.3125,0,0,0.75,6,6,6,7.083333333333333,0,0,1.0,0,6.6979,Graduate
0,1,5,7,0,0.0,0,5,0.0,5,8,1,5.5,0,4,0.125,9,2.75,Enrolled
0,1,8,8,7,6.164285714285714,0,1,0.875,8,8,7,6.164285714285714,0,1,0.875,2,6.1643,Graduate
1,1,5,8,2,5.25,0,3,0.25,5,5,0,0.0,0,5,0.0,8,2.625,Dropout
0,1,5,11,4,5.375,0,1,0.3636,5,11,4,5.666666666666667,0,1,0.3636,2,5.5208,Dropout
0,1,6,7,5,6.4,0,1,0.7143,6,10,4,6.1,0,2,0.4,3,6.25,Graduate
0,1,9,10,9,6.61111111111111,0,0,0.9,7,8,7,6.571428571428571,0,0,0.875,0,6.5913,Graduate
0,1,6,8,5,6.8,0,1,0.625,6,7,5,6.5,0,1,0.7143,2,6.65,Enrolled
0,0,5,8,3,7.333333333333333,2,2,0.375,5,7,2,6.5,2,3,0.2857,5,6.9167,Dropout
0,1,6,10,3,6.0,0,3,0.3,6,8,4,5.125,0,2,0.5,5,5.5625,Enrolled
0,1,5,7,4,6.2,0,1,0.5714,5,9,5,6.333333333333333,0,0,0.5556,1,6.2667,Graduate
0,1,8,8,7,6.420714285714285,0,1,0.875,8,8,7,6.420714285714285,0,1,0.875,2,6.4207,Graduate
0,1,6,8,6,6.125,0,0,0.75,6,7,6,5.928571428571429,0,0,0.8571,0,6.0268,Graduate
1,0,6,7,5,6.1,0,1,0.7143,6,11,4,5.75,0,2,0.3636,3,5.925,Dropout
0,1,5,12,2,6.75,0,3,0.1667,5,12,5,5.642857142857143,1,0,0.4167,3,6.1964,Graduate
0,1,6,8,6,6.0,0,0,0.75,6,7,6,5.857142857142857,0,0,0.8571,0,5.9286,Graduate
0,1,6,7,6,6.416666666666667,0,0,0.8571,6,8,6,6.428571428571429,0,0,0.75,0,6.4226,Graduate
0,1,6,7,5,6.1,0,1,0.7143,6,6,6,6.166666666666667,0,0,1.0,1,6.1333,Graduate
0,1,5,9,4,6.0,0,1,0.4444,5,10,2,5.5,0,3,0.2,4,5.75,Enrolled
0,1,6,7,6,6.25,0,0,0.8571,6,15,5,6.2,0,1,0.3333,1,6.225,Graduate
1,0,5,5,0,0.0,0,5,0.0,5,6,0,0.0,0,5,0.0,10,0.0,Dropout
0,1,5,6,4,5.5,0,1,0.6667,5,9,4,6.928571428571429,0,1,0.4444,2,6.2143,Enrolled
1,1,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0.0,0,0.0,Enrolled
0,1,6,8,6,6.5,0,0,0.75,6,18,2,6.0,0,4,0.1111,4,6.25,Enrolled
0,1,6,9,6,6.333333333333333,0,0,0.6667,6,8,5,6.4,0,1,0.625,1,6.3667,Graduate
0,1,6,7,6,8.25,0,0,0.8571,6,8,6,7.142857142857143,0,0,0.75,0,7.6964,Graduate
0,1,5,5,0,0.0,0,5,0.0,5,5,0,0.0,0,5,0.0,10,0.0,Dropout
0,1,6,6,6,6.25,0,0,1.0,6,6,6,5.75,0,0,1.0,0,6.0,Graduate
0,0,6,13,4,5.625,0,2,0.3077,6,12,0,0.0,1,6,0.0,8,2.8125,Dropout
0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0.0,0,0.0,Dropout
0,0,5,11,2,5.666666666666667,0,3,0.1818,5,9,1,6.0,0,4,0.1111,7,5.8333,Dropout
0,1,8,8,7,7.157142857142858,0,1,0.875,8,8,7,7.157142857142858,0,1,0.875,2,7.1571,Graduate
0,1,7,12,4,6.425,0,3,0.3333,7,7,7,6.310714285714285,0,0,1.0,3,6.3679,Enrolled
0,1,6,13,6,6.5,0,0,0.4615,6,15,6,6.125,0,0,0.4,0,6.3125,Graduate
0,1,6,7,6,6.75,0,0,0.8571,6,8,6,6.25,0,0,0.75,0,6.5,Graduate
0,1,6,8,4,5.5,0,2,0.5,6,6,0,0.0,0,6,0.0,8,2.75,Dropout
0,1,6,6,6,6.916666666666667,0,0,1.0,6,6,6,6.833333333333333,0,0,1.0,0,6.875,Graduate
0,1,6,6,6,6.666666666666667,0,0,1.0,6,10,5,7.25,0,1,0.5,1,6.9583,Graduate
0,1,5,8,4,5.7,0,1,0.5,5,7,4,5.5,0,1,0.5714,2,5.6,Graduate
1,1,6,6,3,6.333333333333333,0,3,0.5,6,11,4,5.571428571428571,0,2,0.3636,5,5.9524,Dropout
0,1,6,11,3,6.166666666666667,0,3,0.2727,6,10,5,5.416666666666667,0,1,0.5,4,5.7917,Enrolled
0,1,7,7,7,6.997857142857144,0,0,1.0,8,9,8,7.477777777777778,0,0,0.8889,0,7.2378,Graduate
0,1,6,10,5,5.8,0,1,0.5,6,6,6,6.0,0,0,1.0,1,5.9,Dropout
1,0,6,10,5,6.25,0,1,0.5,6,19,2,6.75,0,4,0.1053,5,6.5,Dropout
0,1,5,7,5,5.8,0,0,0.7143,5,8,5,6.166666666666667,0,0,0.625,0,5.9833,Graduate
0,1,6,6,6,7.75,0,0,1.0,6,6,6,7.0,0,0,1.0,0,7.375,Graduate
0,1,6,6,6,6.916666666666667,0,0,1.0,6,6,6,7.25,0,0,1.0,0,7.0833,Graduate
0,1,8,8,7,6.107142857142857,0,1,0.875,8,8,7,6.107142857142857,0,1,0.875,2,6.1071,Graduate
0,1,5,8,5,6.4375,0,0,0.625,5,6,5,5.916666666666667,0,0,0.8333,0,6.1771,Graduate
0,1,7,7,6,7.075,0,1,0.8571,7,7,6,7.075,0,1,0.8571,2,7.075,Graduate
1,0,7,14,4,6.0,2,3,0.2857,6,16,0,0.0,1,6,0.0,9,3.0,Dropout
0,1,6,7,6,7.5,0,0,0.8571,6,8,3,5.5,0,3,0.375,3,6.5,Graduate
0,1,8,8,7,6.55,0,1,0.875,8,8,7,6.55,0,1,0.875,2,6.55,Graduate
0,1,6,6,6,6.416666666666667,0,0,1.0,6,6,6,6.0,0,0,1.0,0,6.2083,Graduate
0,1,6,6,6,6.666666666666667,0,0,1.0,6,6,6,7.083333333333333,0,0,1.0,0,6.875,Graduate
1,0,5,8,4,6.25,0,1,0.5,5,9,5,5.25,0,0,0.5556,1,5.75,Enrolled
0,1,18,20,18,5.777777777777778,0,0,0.9,13,13,13,5.807692307692308,0,0,1.0,0,5.7927,Graduate
0,1,7,7,7,6.571428571428571,0,0,1.0,7,8,7,6.428571428571429,0,0,0.875,0,6.5,Graduate
0,1,9,9,9,6.555555555555555,0,0,1.0,7,10,7,5.857142857142857,0,0,0.7,0,6.2063,Graduate
0,1,6,6,5,6.6,0,1,0.8333,6,7,0,0.0,0,6,0.0,7,3.3,Dropout
0,1,6,10,6,5.416666666666667,0,0,0.6,6,10,4,5.5,0,2,0.4,2,5.4583,Enrolled
0,1,5,7,5,5.9,0,0,0.7143,5,8,4,6.2,2,1,0.5,1,6.05,Enrolled
0,1,5,8,4,6.0,0,1,0.5,5,8,4,6.125,0,1,0.5,2,6.0625,Enrolled
1,1,17,19,13,6.076923076923076,0,4,0.6842,17,28,11,5.954545454545454,1,6,0.3929,10,6.0157,Enrolled
0,1,6,10,5,5.7,0,1,0.5,6,9,4,6.875,0,2,0.4444,3,6.2875,Dropout
0,1,7,7,0,0.0,0,7,0.0,6,0,0,0.0,0,6,0.0,13,0.0,Dropout
0,0,6,6,6,7.0,0,0,1.0,6,6,6,6.833333333333333,0,0,1.0,0,6.9167,Graduate
0,1,5,10,4,6.75,1,1,0.4,5,5,5,6.7,0,0,1.0,1,6.725,Enrolled
0,0,5,9,3,5.666666666666667,0,2,0.3333,5,8,2,6.75,0,3,0.25,5,6.2083,Enrolled
1,1,6,9,5,6.666666666666667,0,1,0.5556,6,17,4,5.7,0,2,0.2353,3,6.1833,Enrolled
0,1,7,7,6,6.458333333333333,0,1,0.8571,7,7,6,6.458333333333333,0,1,0.8571,2,6.4583,Graduate
0,1,5,9,4,6.0,1,1,0.4444,5,6,5,6.7,0,0,0.8333,1,6.35,Graduate
0,1,7,8,6,6.865833333333334,0,1,0.75,8,10,7,6.885714285714286,0,1,0.7,2,6.8758,Dropout
0,1,5,5,3,7.0,0,2,0.6,5,7,3,6.333333333333333,0,2,0.4286,4,6.6667,Enrolled
0,1,6,9,5,6.0,0,1,0.5556,6,10,2,5.666666666666667,0,4,0.2,5,5.8333,Dropout
0,1,7,7,6,6.383333333333333,0,1,0.8571,7,7,6,6.383333333333333,0,1,0.8571,2,6.3833,Graduate
0,1,7,7,7,7.02857142857143,0,0,1.0,8,9,8,7.3,0,0,0.8889,0,7.1643,Graduate
0,1,6,10,2,5.25,0,4,0.2,6,13,0,0.0,0,6,0.0,10,2.625,Dropout
1,0,6,0,0,0.0,0,6,0.0,6,0,0,0.0,0,6,0.0,12,0.0,Dropout
0,1,6,7,6,7.642857142857143,0,0,0.8571,6,6,6,8.25,0,0,1.0,0,7.9464,Graduate
0,1,5,11,2,5.75,0,3,0.1818,5,10,3,6.0,0,2,0.3,5,5.875,Enrolled
0,1,7,7,6,6.695833333333333,0,1,0.8571,8,8,8,6.24375,0,0,1.0,1,6.4698,Graduate
0,0,6,13,4,5.5,0,2,0.3077,6,13,2,5.75,0,4,0.1538,6,5.625,Dropout
0,1,6,8,5,6.1,0,1,0.625,6,10,5,6.4,0,1,0.5,2,6.25,Graduate
0,1,5,14,4,5.5,0,1,0.2857,5,9,5,5.25,0,0,0.5556,1,5.375,Dropout
0,0,6,10,4,6.0,0,2,0.4,6,12,0,0.0,0,6,0.0,8,3.0,Dropout
0,1,6,6,6,6.5,0,0,1.0,6,6,6,7.083333333333333,0,0,1.0,0,6.7917,Graduate
0,1,8,8,7,7.282857142857144,0,1,0.875,8,8,7,7.282857142857144,0,1,0.875,2,7.2829,Graduate
0,1,6,10,4,7.125,1,2,0.4,6,8,5,6.0,0,1,0.625,3,6.5625,Enrolled
0,1,8,8,7,7.514285714285714,0,1,0.875,8,8,7,7.514285714285714,0,1,0.875,2,7.5143,Graduate
0,1,5,11,3,5.666666666666667,0,2,0.2727,5,9,4,6.0,0,1,0.4444,3,5.8333,Dropout
0,1,5,7,4,6.666666666666667,0,1,0.5714,5,9,4,5.8,1,1,0.4444,2,6.2333,Dropout
0,1,5,8,5,6.1875,0,0,0.625,5,7,5,5.833333333333333,0,0,0.7143,0,6.0104,Graduate
0,1,6,7,6,6.571428571428571,0,0,0.8571,6,6,6,7.166666666666667,0,0,1.0,0,6.869,Graduate
0,1,7,7,6,7.283333333333334,0,1,0.8571,7,7,6,7.283333333333334,0,1,0.8571,2,7.2833,Graduate
0,1,5,7,4,5.375,0,1,0.5714,5,7,3,5.666666666666667,0,2,0.4286,3,5.5208,Enrolled
0,1,7,0,0,0.0,0,7,0.0,8,0,0,0.0,0,8,0.0,15,0.0,Dropout
0,1,7,8,6,6.496666666666667,0,1,0.75,8,9,8,6.334375,0,0,0.8889,1,6.4155,Graduate
0,1,6,9,6,6.571428571428571,0,0,0.6667,6,9,6,6.083333333333333,0,0,0.6667,0,6.3274,Graduate
0,1,10,14,10,7.318181818181818,0,0,0.7143,10,13,10,7.3,0,0,0.7692,0,7.3091,Graduate
0,1,5,6,5,7.7,0,0,0.8333,5,5,5,8.0,0,0,1.0,0,7.85,Graduate
0,1,6,8,6,6.375,0,0,0.75,6,10,6,6.083333333333333,0,0,0.6,0,6.2292,Graduate
0,1,6,7,6,8.5,0,0,0.8571,6,7,6,8.142857142857142,0,0,0.8571,0,8.3214,Graduate
0,1,6,10,3,5.833333333333333,0,3,0.3,6,8,5,6.0,0,1,0.625,4,5.9167,Graduate
0,0,7,11,5,6.09,0,2,0.4545,7,11,4,5.90625,0,3,0.3636,5,5.9981,Dropout
0,1,6,9,5,5.8,0,1,0.5556,6,8,4,5.6,0,2,0.5,3,5.7,Enrolled
0,0,6,7,6,6.25,0,0,0.8571,6,6,6,6.083333333333333,0,0,1.0,0,6.1667,Graduate
0,1,7,12,6,6.0,0,1,0.5,7,11,6,6.083333333333333,0,1,0.5455,2,6.0417,Enrolled
0,0,5,8,2,5.5,0,3,0.25,5,5,1,5.5,0,4,0.2,7,5.5,Dropout
0,1,5,0,0,0.0,0,5,0.0,5,0,0,0.0,0,5,0.0,10,0.0,Dropout
0,1,7,9,6,7.125,0,1,0.6667,8,11,8,6.531818181818182,0,0,0.7273,1,6.8284,Graduate
1,0,9,12,7,6.785714285714286,0,2,0.5833,9,14,4,6.625,0,5,0.2857,7,6.7054,Dropout
0,0,8,19,5,6.083333333333333,0,3,0.2632,7,12,5,6.0,0,2,0.4167,5,6.0417,Dropout
0,1,5,8,5,7.083333333333333,2,0,0.625,5,6,4,5.875,2,1,0.6667,1,6.4792,Graduate
0,1,5,12,3,6.0,2,2,0.25,5,8,4,6.5,1,1,0.5,3,6.25,Graduate
0,1,11,17,11,5.772727272727272,0,0,0.6471,9,13,8,6.444444444444445,0,1,0.6154,1,6.1086,Graduate
0,1,5,6,4,5.125,0,1,0.6667,8,18,5,5.6,5,3,0.2778,4,5.3625,Dropout
0,1,11,12,11,6.0,0,0,0.9167,11,14,11,6.375,0,0,0.7857,0,6.1875,Graduate
0,1,5,0,0,0.0,0,5,0.0,5,0,0,0.0,0,5,0.0,10,0.0,Dropout
0,1,6,8,6,6.25,0,0,0.75,6,11,3,6.666666666666667,0,3,0.2727,3,6.4583,Dropout
0,1,6,8,6,6.875,0,0,0.75,6,7,6,5.928571428571429,0,0,0.8571,0,6.4018,Graduate
0,1,6,13,2,5.25,0,4,0.1538,6,11,1,6.0,0,5,0.0909,9,5.625,Dropout
0,0,12,12,7,5.5,0,5,0.5833,5,5,5,5.3,0,0,1.0,5,5.4,Dropout
0,1,6,7,1,7.0,0,5,0.1429,6,6,0,0.0,0,6,0.0,11,3.5,Dropout
0,1,7,0,0,0.0,0,7,0.0,8,0,0,0.0,0,8,0.0,15,0.0,Dropout
0,1,6,0,0,0.0,0,6,0.0,6,0,0,0.0,0,6,0.0,12,0.0,Dropout
0,1,5,12,2,5.0,0,3,0.1667,5,11,4,5.875,0,1,0.3636,4,5.4375,Enrolled
0,1,7,16,1,6.0,0,6,0.0625,7,13,0,0.0,1,7,0.0,13,3.0,Dropout
0,1,6,7,5,5.9,0,1,0.7143,6,6,6,6.333333333333333,0,0,1.0,1,6.1167,Graduate
0,1,5,5,5,6.5,0,0,1.0,5,5,5,6.2,0,0,1.0,0,6.35,Graduate
0,1,5,5,5,6.9,0,0,1.0,5,6,5,6.916666666666667,0,0,0.8333,0,6.9083,Graduate
0,1,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0.0,0,0.0,Dropout
0,1,17,18,17,6.694444444444445,0,0,0.9444,17,18,17,7.444444444444445,0,0,0.9444,0,7.0694,Graduate
0,1,7,9,7,6.192857142857143,0,0,0.7778,8,9,7,6.364285714285714,0,1,0.7778,1,6.2786,Enrolled
0,1,5,5,5,7.4,0,0,1.0,5,5,5,8.8,0,0,1.0,0,8.1,Graduate
0,1,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0.0,0,0.0,Dropout
1,0,6,10,6,7.166666666666667,0,0,0.6,6,9,6,6.416666666666667,0,0,0.6667,0,6.7917,Enrolled
0,1,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0.0,0,0.0,Dropout
0,1,5,6,5,7.3,0,0,0.8333,5,5,5,6.9,0,0,1.0,0,7.1,Graduate
0,1,6,6,6,7.0,0,0,1.0,6,6,6,6.666666666666667,0,0,1.0,0,6.8333,Graduate
0,1,7,14,1,6.5,0,6,0.0714,7,15,0,0.0,0,7,0.0,13,3.25,Dropout
0,1,6,8,6,5.75,0,0,0.75,6,8,6,5.5,0,0,0.75,0,5.625,Graduate
0,1,5,7,5,7.2,0,0,0.7143,5,6,5,6.6,0,0,0.8333,0,6.9,Graduate
0,1,8,8,7,5.7,0,1,0.875,8,8,7,5.7,0,1,0.875,2,5.7,Graduate
1,0,6,6,0,0.0,0,6,0.0,5,5,0,0.0,0,5,0.0,11,0.0,Dropout
0,1,6,7,6,6.357142857142857,0,0,0.8571,6,6,6,5.916666666666667,0,0,1.0,0,6.1369,Graduate
0,1,6,6,6,6.333333333333333,0,0,1.0,6,8,6,6.5,0,0,0.75,0,6.4167,Graduate
0,0,5,7,3,5.833333333333333,0,2,0.4286,5,8,2,5.25,2,3,0.25,5,5.5417,Dropout
0,1,6,6,6,6.416666666666667,0,0,1.0,6,8,6,6.333333333333333,2,0,0.75,0,6.375,Graduate
0,1,15,15,13,5.384615384615385,0,2,0.8667,14,15,12,5.916666666666667,0,2,0.8,4,5.6506,Dropout
0,1,6,12,0,0.0,0,6,0.0,6,12,0,0.0,0,6,0.0,12,0.0,Dropout
0,1,5,0,0,0.0,0,5,0.0,5,0,0,0.0,0,5,0.0,10,0.0,Dropout
0,1,18,20,18,7.722222222222222,0,0,0.9,13,13,13,7.653846153846154,0,0,1.0,0,7.688,Graduate
0,1,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0.0,0,0.0,Enrolled
0,1,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0.0,0,0.0,Graduate
0,1,5,6,4,6.5,0,1,0.6667,5,5,5,6.5,0,0,1.0,1,6.5,Graduate
0,0,4,12,2,5.5,2,2,0.1667,5,9,3,5.833333333333333,0,2,0.3333,4,5.6667,Dropout
0,1,7,8,6,6.566666666666666,0,1,0.75,8,12,7,6.110714285714286,0,1,0.5833,2,6.3387,Graduate
0,1,12,12,12,6.458333333333333,0,0,1.0,11,16,11,7.25,0,0,0.6875,0,6.8542,Graduate
0,1,7,7,4,5.75,0,3,0.5714,9,10,7,6.071428571428571,0,2,0.7,5,5.9107,Graduate
0,1,6,11,4,6.125,0,2,0.3636,6,16,3,6.0,0,3,0.1875,5,6.0625,Dropout
0,1,5,5,4,6.875,0,1,0.8,5,5,4,7.375,0,1,0.8,2,7.125,Graduate
0,1,5,6,4,7.125,0,1,0.6667,5,6,5,6.7,0,0,0.8333,1,6.9125,Graduate
0,0,6,6,6,5.75,0,0,1.0,6,10,4,6.625,0,2,0.4,2,6.1875,Graduate
0,1,5,7,1,6.5,0,4,0.1429,5,7,2,5.0,0,3,0.2857,7,5.75,Enrolled
0,1,6,13,3,6.166666666666667,0,3,0.2308,6,6,6,6.666666666666667,0,0,1.0,3,6.4167,Graduate
0,1,5,10,5,6.5,0,0,0.5,5,10,5,6.3,0,0,0.5,0,6.4,Graduate
0,1,5,8,4,6.5,0,1,0.5,5,10,4,6.125,2,1,0.4,2,6.3125,Graduate
