Debtor,Tuition fees up to date,1st_sem_enrolled,1st_sem_evaluations,1st_sem_approved,1st_sem_grade,1st_sem_without_evaluations,1st_sem_failed,1st_sem_pass_rate,2nd_sem_enrolled,2nd_sem_evaluations,2nd_sem_approved,2nd_sem_grade,2nd_sem_without_evaluations,2nd_sem_failed,2nd_sem_pass_rate,total_failed,avg_grade,Target,WarningScore,WarningLevel
0,1,5,5,5,6.7,0,0,1.0,5,6,5,0.0,0,1,0.8333,1,3.35,Graduate,0.23627600000000004,LOW
0,1,7,8,7,6.80625,0,1,0.875,8,8,8,0.0,0,0,1.0,1,3.4031,Graduate,0.19832560000000002,LOW
0,1,6,6,6,5.75,0,0,1.0,6,7,6,0.0,0,1,0.8571,1,2.875,Graduate,0.241012,LOW
0,1,7,11,7,6.685,0,4,0.6364,8,13,7,0.0,0,6,0.5385,10,3.3425,Graduate,0.5453680000000001,MEDIUM
0,1,6,9,6,6.722222222222222,0,3,0.6667,6,9,5,0.0,0,4,0.5556,7,3.3611,Graduate,0.4537696,MEDIUM
0,1,5,12,1,5.0,0,11,0.0833,5,10,0,0.0,0,10,0.0,21,2.5,Dropout,0.649996,HIGH
0,1,5,8,5,6.375,0,3,0.625,5,7,5,0.0,0,2,0.7143,5,3.1875,Graduate,0.366356,MEDIUM
0,1,6,6,6,6.083333333333333,0,0,1.0,6,9,6,0.0,0,3,0.6667,3,3.0417,Graduate,0.3503232,MEDIUM
0,1,6,10,5,6.0,0,5,0.5,6,11,5,0.0,0,6,0.4545,11,3.0,Graduate,0.56074,HIGH
0,0,5,5,0,0.0,0,5,0.0,5,5,0,0.0,0,5,0.0,10,0.0,Dropout,0.7999999999999999,HIGH
0,1,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0.0,0,0.0,Dropout,0.4,MEDIUM
0,0,5,8,2,5.75,0,6,0.25,5,7,2,0.0,0,5,0.2857,11,2.875,Dropout,0.688144,HIGH
0,1,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0.0,0,0.0,Dropout,0.4,MEDIUM
0,1,8,8,8,6.62875,0,0,1.0,8,8,8,0.0,0,0,1.0,0,3.3144,Graduate,0.1604544,LOW
0,1,7,11,6,6.2,0,5,0.5455,7,8,6,0.0,0,2,0.75,7,3.1,Graduate,0.43196,MEDIUM
0,1,6,6,6,6.916666666666667,0,0,1.0,6,6,6,0.0,0,0,1.0,0,3.4583,Graduate,0.15700080000000002,LOW
0,1,6,8,6,6.083333333333333,0,2,0.75,6,6,6,0.0,0,0,1.0,2,3.0417,Graduate,0.2469992,LOW
0,1,5,5,5,6.0,0,0,1.0,5,7,5,0.0,0,2,0.7143,2,3.0,Graduate,0.30799599999999994,LOW
0,1,6,10,5,5.666666666666667,0,5,0.5,6,14,2,0.0,0,12,0.1429,17,2.8333,Enrolled,0.6519888,HIGH
0,1,5,8,5,5.5,0,3,0.625,5,7,5,0.0,0,2,0.7143,5,2.75,Enrolled,0.37685599999999997,MEDIUM
0,1,6,0,0,0.0,0,0,0.0,6,0,0,0.0,0,0,0.0,0,0.0,Dropout,0.4,MEDIUM
0,1,7,7,7,6.491428571428571,0,0,1.0,8,8,8,0.0,0,0,1.0,0,3.2457,Graduate,0.1621032,LOW
0,1,6,6,6,6.416666666666667,0,0,1.0,6,7,6,0.0,0,1,0.8571,1,3.2083,Graduate,0.23301280000000002,LOW
0,1,17,19,13,5.821428571428571,0,6,0.6842,17,25,12,0.0,0,13,0.48,19,2.9107,Dropout,0.5778472,HIGH
1,1,13,21,11,5.954545454545454,0,10,0.5238,11,14,11,0.0,0,3,0.7857,13,2.9773,Graduate,0.6237848,HIGH
0,1,7,8,7,6.543571428571428,0,1,0.875,8,8,8,0.0,0,0,1.0,1,3.2718,Graduate,0.2014768,LOW
0,1,7,11,4,6.625,0,7,0.3636,7,9,5,0.0,0,4,0.5556,11,3.3125,Enrolled,0.546964,MEDIUM
0,1,5,10,4,5.5,0,6,0.4,5,7,4,0.0,0,3,0.5714,9,2.75,Enrolled,0.5262880000000001,MEDIUM
0,1,10,12,8,6.4375,0,4,0.6667,9,14,5,0.0,0,9,0.3571,13,3.2188,Dropout,0.6027648,HIGH
0,1,6,10,5,5.357142857142857,0,5,0.5,6,10,5,0.0,0,5,0.5,10,2.6786,Graduate,0.5557136,MEDIUM
0,1,5,0,0,0.0,0,0,0.0,5,0,0,0.0,0,0,0.0,0,0.0,Dropout,0.4,MEDIUM
0,1,6,7,6,6.0,0,1,0.8571,6,7,6,0.0,0,1,0.8571,2,3.0,Graduate,0.25086400000000003,LOW
0,1,7,13,7,6.1875,0,6,0.5385,7,8,4,0.0,0,4,0.5,10,3.0938,Dropout,0.5503688000000001,MEDIUM
0,1,6,9,6,5.75,0,3,0.6667,6,11,5,0.0,0,6,0.4545,9,2.875,Graduate,0.553744,MEDIUM
0,1,6,7,6,6.0,0,1,0.8571,6,6,6,0.0,0,0,1.0,1,3.0,Graduate,0.209432,LOW
0,1,6,15,3,7.2,0,12,0.2,6,20,0,0.0,0,20,0.0,32,3.6,Dropout,0.6376000000000001,HIGH
1,0,6,11,0,0.0,0,11,0.0,5,6,0,0.0,0,6,0.0,17,0.0,Dropout,0.7999999999999999,HIGH
0,1,6,8,6,6.583333333333333,0,2,0.75,6,8,5,0.0,0,3,0.625,5,3.2917,Enrolled,0.38599920000000004,MEDIUM
1,1,6,0,0,0.0,0,0,0.0,6,0,0,0.0,0,0,0.0,0,0.0,Dropout,0.5,MEDIUM
0,1,12,12,3,6.0,0,9,0.25,12,16,5,0.0,0,11,0.3125,20,3.0,Dropout,0.583,HIGH
0,1,6,6,6,7.75,0,0,1.0,6,7,6,0.0,0,1,0.8571,1,3.875,Graduate,0.21701200000000004,LOW
0,1,6,6,6,7.333333333333333,0,0,1.0,6,6,6,0.0,0,0,1.0,0,3.6667,Graduate,0.1519992,LOW
0,1,5,9,5,6.142857142857143,0,4,0.5556,5,8,5,0.0,0,3,0.625,7,3.0714,Graduate,0.44183839999999996,MEDIUM
0,1,6,7,6,6.5,0,1,0.8571,6,15,4,0.0,0,11,0.2667,12,3.25,Graduate,0.6501760000000001,HIGH
0,1,7,8,6,6.625,0,2,0.75,8,8,8,0.0,0,0,1.0,2,3.3125,Enrolled,0.2405,LOW
0,1,5,15,3,5.4,0,12,0.2,5,6,3,0.0,0,3,0.5,15,2.7,Enrolled,0.5791999999999999,HIGH
0,1,11,14,11,6.375,0,3,0.7857,7,7,7,0.0,0,0,1.0,3,3.1875,Graduate,0.270644,LOW
0,1,6,7,5,6.4,0,2,0.7143,6,6,6,0.0,0,0,1.0,2,3.2,Graduate,0.246056,LOW
0,1,6,7,6,7.214285714285714,0,1,0.8571,6,8,6,0.0,2,2,0.75,3,3.6071,Graduate,0.29628160000000003,LOW
0,1,6,8,5,6.3,0,3,0.625,6,7,5,0.0,0,2,0.7143,5,3.15,Graduate,0.367256,MEDIUM
0,1,6,6,6,6.25,0,0,1.0,6,6,6,0.0,0,0,1.0,0,3.125,Graduate,0.165,LOW
0,1,14,26,12,6.26304347826087,1,14,0.4615,14,26,12,0.0,1,14,0.4615,28,3.1315,Graduate,0.551004,MEDIUM
0,1,8,8,7,6.665714285714286,0,1,0.875,8,8,7,0.0,0,1,0.875,2,3.3329,Graduate,0.2400104,LOW
0,1,12,21,11,5.75,0,10,0.5238,12,22,12,0.0,0,10,0.5455,20,2.875,Enrolled,0.5454559999999999,MEDIUM
0,1,8,10,1,6.835,7,9,0.1,8,10,1,0.0,7,9,0.1,18,3.4175,Enrolled,0.60198,HIGH
0,0,4,4,0,0.0,4,4,0.0,5,8,3,0.0,0,5,0.375,9,0.0,Dropout,0.7400000000000001,HIGH
0,1,6,8,6,5.642857142857143,0,2,0.75,6,10,5,0.0,0,5,0.5,7,2.8214,Enrolled,0.49228639999999996,MEDIUM
0,1,15,17,14,5.678571428571429,0,3,0.8235,14,15,13,0.0,0,2,0.8667,5,2.8393,Dropout,0.34664079999999997,MEDIUM
0,1,6,6,6,6.083333333333333,0,0,1.0,6,6,6,0.0,0,0,1.0,0,3.0417,Enrolled,0.16699920000000001,LOW
1,1,6,7,5,5.7,0,2,0.7143,6,9,6,0.0,0,3,0.6667,5,2.85,Graduate,0.48064000000000007,MEDIUM
0,1,5,5,5,6.5,0,0,1.0,5,5,5,0.0,0,0,1.0,0,3.25,Graduate,0.16200000000000003,LOW
1,0,10,23,6,5.714285714285714,0,17,0.2609,7,15,4,0.0,1,11,0.2667,28,2.8571,Dropout,0.6892216,HIGH
0,1,6,6,6,5.916666666666667,0,0,1.0,6,8,4,0.0,2,4,0.5,4,2.9583,Graduate,0.42900079999999996,MEDIUM
0,1,6,0,0,0.0,0,0,0.0,6,0,0,0.0,0,0,0.0,0,0.0,Dropout,0.4,MEDIUM
1,0,7,7,0,0.0,0,7,0.0,5,10,0,0.0,0,10,0.0,17,0.0,Dropout,0.7999999999999999,HIGH
0,1,6,6,6,6.333333333333333,0,0,1.0,6,8,5,0.0,0,3,0.625,3,3.1667,Graduate,0.3589992,MEDIUM
0,1,5,6,5,6.3,0,1,0.8333,5,8,3,0.0,0,5,0.375,6,3.15,Graduate,0.49939600000000006,MEDIUM
1,0,9,9,8,6.5625,0,1,0.8889,9,13,6,0.0,0,7,0.4615,8,3.2812,Enrolled,0.6386991999999999,HIGH
0,1,6,17,1,5.5,0,16,0.0588,6,19,0,0.0,0,19,0.0,35,2.75,Enrolled,0.6410560000000001,HIGH
1,1,5,11,4,6.25,2,7,0.3636,5,11,2,0.0,0,9,0.1818,16,3.125,Dropout,0.7177279999999999,HIGH
0,1,6,6,6,6.5,0,0,1.0,6,8,5,0.0,0,3,0.625,3,3.25,Graduate,0.35700000000000004,MEDIUM
0,1,6,11,4,6.125,0,7,0.3636,6,10,3,0.0,0,7,0.3,14,3.0625,Graduate,0.586132,HIGH
0,1,6,6,6,7.083333333333333,0,0,1.0,6,7,6,0.0,0,1,0.8571,1,3.5417,Graduate,0.22501120000000002,LOW
0,1,6,13,2,6.0,0,11,0.1538,6,12,1,0.0,0,11,0.0833,22,3.0,Dropout,0.623132,HIGH
0,1,7,7,6,6.091666666666666,0,1,0.8571,7,7,6,0.0,0,1,0.8571,2,3.0458,Graduate,0.24976480000000004,LOW
0,1,7,8,6,6.979166666666667,0,2,0.75,8,8,8,0.0,0,0,1.0,2,3.4896,Graduate,0.2362496,LOW
0,1,8,8,7,6.756428571428571,0,1,0.875,8,8,7,0.0,0,1,0.875,2,3.3782,Graduate,0.2389232,LOW
0,1,5,7,4,5.625,0,3,0.5714,5,6,4,0.0,0,2,0.6667,5,2.8125,Enrolled,0.383452,MEDIUM
0,1,6,11,1,6.0,0,10,0.0909,5,10,0,0.0,0,10,0.0,20,3.0,Enrolled,0.6389079999999999,HIGH
0,1,6,8,6,7.5625,0,2,0.75,6,10,6,0.0,0,4,0.6,6,3.7812,Graduate,0.4112512,MEDIUM
0,1,6,9,6,6.333333333333333,0,3,0.6667,6,12,2,0.0,0,10,0.1667,13,3.1667,Enrolled,0.6573272,HIGH
1,1,5,5,4,7.25,0,1,0.8,6,8,3,0.0,0,5,0.375,6,3.625,Dropout,0.5840000000000001,HIGH
0,1,5,7,3,6.166666666666667,0,4,0.4286,5,5,0,0.0,0,5,0.0,9,3.0833,Dropout,0.6474328,HIGH
0,1,6,6,6,7.083333333333333,0,0,1.0,6,6,6,0.0,0,0,1.0,0,3.5417,Graduate,0.1549992,LOW
0,1,11,15,8,6.8,0,7,0.5333,8,10,8,0.0,0,2,0.8,9,3.4,Graduate,0.48173600000000005,MEDIUM
0,1,6,8,6,6.333333333333333,0,2,0.75,6,7,6,0.0,0,1,0.8571,3,3.1667,Graduate,0.2854312,LOW
0,1,5,7,3,6.333333333333333,1,4,0.4286,5,12,2,0.0,0,10,0.1667,14,3.1667,Enrolled,0.6287552,HIGH
0,1,6,8,5,5.5,0,3,0.625,6,9,5,0.0,0,4,0.5556,7,2.75,Graduate,0.46343199999999996,MEDIUM
0,1,7,7,7,6.899285714285715,0,0,1.0,8,8,8,0.0,0,0,1.0,0,3.4496,Graduate,0.1572096,LOW
1,1,6,9,5,6.8,0,4,0.5556,6,10,4,0.0,0,6,0.4,10,3.4,Enrolled,0.673072,HIGH
0,1,6,19,0,0.0,0,19,0.0,6,6,0,0.0,0,6,0.0,25,0.0,Dropout,0.7,HIGH
0,1,7,7,6,7.133333333333333,0,1,0.8571,7,7,6,0.0,0,1,0.8571,2,3.5667,Graduate,0.23726319999999998,LOW
0,1,7,7,7,7.286428571428571,0,0,1.0,8,9,8,0.0,0,1,0.8889,1,3.6432,Graduate,0.2136712,LOW
1,1,6,6,6,6.333333333333333,0,0,1.0,6,6,6,0.0,0,0,1.0,0,3.1667,Graduate,0.2639992,LOW
0,1,5,7,2,5.0,1,5,0.2857,5,9,1,0.0,0,8,0.1111,13,2.5,Enrolled,0.643176,HIGH
0,1,8,8,8,5.8125,0,0,1.0,7,12,5,0.0,0,7,0.4167,7,2.9062,Graduate,0.5435752,MEDIUM
0,1,6,9,6,6.857142857142857,0,3,0.6667,6,13,5,0.0,0,8,0.3846,11,3.4286,Dropout,0.5900296,HIGH
1,1,6,13,6,5.428571428571429,0,7,0.4615,6,10,4,0.0,0,6,0.4,13,2.7143,Dropout,0.6782368,HIGH
0,1,7,8,7,6.69375,0,1,0.875,8,8,8,0.0,0,0,1.0,1,3.3469,Graduate,0.1996744,LOW
0,1,6,7,6,6.333333333333333,0,1,0.8571,6,8,4,0.0,0,4,0.5,5,3.1667,Enrolled,0.4368512,MEDIUM
0,1,8,8,7,5.994285714285715,0,1,0.875,8,8,7,0.0,0,1,0.875,2,2.9971,Graduate,0.2480696,LOW
0,1,6,8,6,5.833333333333333,0,2,0.75,6,9,4,0.0,0,5,0.4444,7,2.9167,Dropout,0.5055672,MEDIUM
0,1,8,8,0,0.0,8,8,0.0,8,8,0,0.0,8,8,0.0,16,0.0,Enrolled,0.7,HIGH
0,1,6,6,0,0.0,0,6,0.0,6,6,0,0.0,0,6,0.0,12,0.0,Dropout,0.7,HIGH
1,1,5,9,5,6.6,2,4,0.5556,5,7,2,0.0,2,5,0.2857,9,3.3,Enrolled,0.6774760000000001,HIGH
0,1,5,7,4,6.5,0,3,0.5714,5,8,3,0.0,0,5,0.375,8,3.25,Graduate,0.525568,MEDIUM
0,1,6,6,6,7.0,0,0,1.0,6,9,5,0.0,0,4,0.5556,4,3.5,Graduate,0.400432,MEDIUM
0,1,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0.0,0,0.0,Dropout,0.4,MEDIUM
0,1,5,5,5,6.5,0,0,1.0,5,5,5,0.0,0,0,1.0,0,3.25,Graduate,0.16200000000000003,LOW
0,1,8,8,8,7.125,0,0,1.0,8,8,8,0.0,0,0,1.0,0,3.5625,Graduate,0.15450000000000003,LOW
0,1,8,8,7,7.007142857142857,0,1,0.875,8,8,7,0.0,0,1,0.875,2,3.5036,Enrolled,0.2359136,LOW
0,1,6,0,0,0.0,0,0,0.0,6,0,0,0.0,0,0,0.0,0,0.0,Dropout,0.4,MEDIUM
1,1,6,8,6,6.3125,0,2,0.75,6,6,6,0.0,0,0,1.0,2,3.1562,Graduate,0.3442512,MEDIUM
0,1,5,7,0,0.0,0,7,0.0,5,8,1,0.0,0,7,0.125,14,0.0,Enrolled,0.69,HIGH
0,1,8,8,7,6.164285714285714,0,1,0.875,8,8,7,0.0,0,1,0.875,2,3.0821,Graduate,0.24602960000000001,LOW
1,1,5,8,2,5.25,0,6,0.25,5,5,0,0.0,0,5,0.0,11,2.625,Dropout,0.767,HIGH
0,1,5,11,4,5.375,0,7,0.3636,5,11,4,0.0,0,7,0.3636,14,2.6875,Dropout,0.5773240000000001,HIGH
0,1,6,7,5,6.4,0,2,0.7143,6,10,4,0.0,0,6,0.4,8,3.2,Graduate,0.5369160000000001,MEDIUM
0,1,9,10,9,6.61111111111111,0,1,0.9,7,8,7,0.0,0,1,0.875,2,3.3056,Graduate,0.24366560000000004,LOW
0,1,6,8,5,6.8,0,3,0.625,6,7,5,0.0,0,2,0.7143,5,3.4,Enrolled,0.361256,MEDIUM
0,0,5,8,3,7.333333333333333,2,5,0.375,5,7,2,0.0,2,5,0.2857,10,3.6667,Dropout,0.6770031999999999,HIGH
0,1,6,10,3,6.0,0,7,0.3,6,8,4,0.0,0,4,0.5,11,3.0,Enrolled,0.564,HIGH
0,1,5,7,4,6.2,0,3,0.5714,5,9,5,0.0,0,4,0.5556,7,3.1,Graduate,0.4486,MEDIUM
0,1,8,8,7,6.420714285714285,0,1,0.875,8,8,7,0.0,0,1,0.875,2,3.2104,Graduate,0.2429504,LOW
0,1,6,8,6,6.125,0,2,0.75,6,7,6,0.0,0,1,0.8571,3,3.0625,Graduate,0.28793199999999997,LOW
1,0,6,7,5,6.1,0,2,0.7143,6,11,4,0.0,0,7,0.3636,9,3.05,Dropout,0.680708,HIGH
0,1,5,12,2,6.75,0,10,0.1667,5,12,5,0.0,1,7,0.4167,17,3.375,Graduate,0.572328,HIGH
0,1,6,8,6,6.0,0,2,0.75,6,7,6,0.0,0,1,0.8571,3,3.0,Graduate,0.289432,LOW
0,1,6,7,6,6.416666666666667,0,1,0.8571,6,8,6,0.0,0,2,0.75,3,3.2083,Graduate,0.30585280000000004,LOW
0,1,6,7,5,6.1,0,2,0.7143,6,6,6,0.0,0,0,1.0,2,3.05,Graduate,0.24965600000000002,LOW
0,1,5,9,4,6.0,0,5,0.4444,5,10,2,0.0,0,8,0.2,13,3.0,Enrolled,0.625328,HIGH
0,1,6,7,6,6.25,0,1,0.8571,6,15,5,0.0,0,10,0.3333,11,3.125,Graduate,0.634528,HIGH
1,0,5,5,0,0.0,0,5,0.0,5,6,0,0.0,0,6,0.0,11,0.0,Dropout,0.7999999999999999,HIGH
0,1,5,6,4,5.5,0,2,0.6667,5,9,4,0.0,0,5,0.4444,7,2.75,Enrolled,0.49957199999999996,MEDIUM
1,1,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0.0,0,0.0,Enrolled,0.5,MEDIUM
0,1,6,8,6,6.5,0,2,0.75,6,18,2,0.0,0,16,0.1111,18,3.25,Enrolled,0.680892,HIGH
0,1,6,9,6,6.333333333333333,0,3,0.6667,6,8,5,0.0,0,3,0.625,6,3.1667,Graduate,0.4090032,MEDIUM
0,1,6,7,6,8.25,0,1,0.8571,6,8,6,0.0,0,2,0.75,3,4.125,Graduate,0.283852,LOW
0,1,5,5,0,0.0,0,5,0.0,5,5,0,0.0,0,5,0.0,10,0.0,Dropout,0.7,HIGH
0,1,6,6,6,6.25,0,0,1.0,6,6,6,0.0,0,0,1.0,0,3.125,Graduate,0.165,LOW
0,0,6,13,4,5.625,0,9,0.3077,6,12,0,0.0,1,12,0.0,21,2.8125,Dropout,0.769424,HIGH
0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0.0,0,0.0,Dropout,0.5,MEDIUM
0,0,5,11,2,5.666666666666667,0,9,0.1818,5,9,1,0.0,0,8,0.1111,17,2.8333,Dropout,0.7227088,HIGH
0,1,8,8,7,7.157142857142858,0,1,0.875,8,8,7,0.0,0,1,0.875,2,3.5786,Graduate,0.2341136,LOW
0,1,7,12,4,6.425,0,8,0.3333,7,7,7,0.0,0,0,1.0,8,3.2125,Enrolled,0.456236,MEDIUM
0,1,6,13,6,6.5,0,7,0.4615,6,15,6,0.0,0,9,0.4,16,3.25,Graduate,0.56538,HIGH
0,1,6,7,6,6.75,0,1,0.8571,6,8,6,0.0,0,2,0.75,3,3.375,Graduate,0.301852,LOW
0,1,6,8,4,5.5,0,4,0.5,6,6,0,0.0,0,6,0.0,10,2.75,Dropout,0.6940000000000001,HIGH
0,1,6,6,6,6.916666666666667,0,0,1.0,6,6,6,0.0,0,0,1.0,0,3.4583,Graduate,0.15700080000000002,LOW
0,1,6,6,6,6.666666666666667,0,0,1.0,6,10,5,0.0,0,5,0.5,5,3.3333,Graduate,0.4500008,MEDIUM
0,1,5,8,4,5.7,0,4,0.5,5,7,4,0.0,0,3,0.5714,7,2.85,Graduate,0.45588799999999996,MEDIUM
1,1,6,6,3,6.333333333333333,0,3,0.5,6,11,4,0.0,0,7,0.3636,10,3.1667,Dropout,0.6821912,HIGH
0,1,6,11,3,6.166666666666667,0,8,0.2727,6,10,5,0.0,0,5,0.5,13,3.0833,Enrolled,0.5641848,HIGH
0,1,7,7,7,6.997857142857144,0,0,1.0,8,9,8,0.0,0,1,0.8889,1,3.4989,Graduate,0.2171344,LOW
0,1,6,10,5,5.8,0,5,0.5,6,6,6,0.0,0,0,1.0,5,2.9,Dropout,0.36040000000000005,MEDIUM
1,0,6,10,5,6.25,0,5,0.5,6,19,2,0.0,0,17,0.1053,22,3.125,Dropout,0.755516,HIGH
0,1,5,7,5,5.8,0,2,0.7143,5,8,5,0.0,0,3,0.625,5,2.9,Graduate,0.391116,MEDIUM
0,1,6,6,6,7.75,0,0,1.0,6,6,6,0.0,0,0,1.0,0,3.875,Graduate,0.147,LOW
0,1,6,6,6,6.916666666666667,0,0,1.0,6,6,6,0.0,0,0,1.0,0,3.4583,Graduate,0.15700080000000002,LOW
0,1,8,8,7,6.107142857142857,0,1,0.875,8,8,7,0.0,0,1,0.875,2,3.0536,Graduate,0.2467136,LOW
0,1,5,8,5,6.4375,0,3,0.625,5,6,5,0.0,0,1,0.8333,4,3.2188,Graduate,0.3260848,LOW
0,1,7,7,6,7.075,0,1,0.8571,7,7,6,0.0,0,1,0.8571,2,3.5375,Graduate,0.237964,LOW
1,0,7,14,4,6.0,2,10,0.2857,6,16,0,0.0,1,16,0.0,26,3.0,Dropout,0.762284,HIGH
0,1,6,7,6,7.5,0,1,0.8571,6,8,3,0.0,0,5,0.375,6,3.75,Graduate,0.487852,MEDIUM
0,1,8,8,7,6.55,0,1,0.875,8,8,7,0.0,0,1,0.875,2,3.275,Graduate,0.2414,LOW
0,1,6,6,6,6.416666666666667,0,0,1.0,6,6,6,0.0,0,0,1.0,0,3.2083,Graduate,0.16300080000000003,LOW
0,1,6,6,6,6.666666666666667,0,0,1.0,6,6,6,0.0,0,0,1.0,0,3.3333,Graduate,0.1600008,LOW
1,0,5,8,4,6.25,0,4,0.5,5,9,5,0.0,0,4,0.5556,8,3.125,Enrolled,0.580552,HIGH
0,1,18,20,18,5.777777777777778,0,2,0.9,13,13,13,0.0,0,0,1.0,2,2.8889,Graduate,0.2386664,LOW
0,1,7,7,7,6.571428571428571,0,0,1.0,7,8,7,0.0,0,1,0.875,1,3.2857,Graduate,0.22614320000000002,LOW
0,1,9,9,9,6.555555555555555,0,0,1.0,7,10,7,0.0,0,3,0.7,3,3.2778,Graduate,0.33533280000000004,LOW
0,1,6,6,5,6.6,0,1,0.8333,6,7,0,0.0,0,7,0.0,8,3.3,Dropout,0.660796,HIGH
0,1,6,10,6,5.416666666666667,0,4,0.6,6,10,4,0.0,0,6,0.4,10,2.7083,Enrolled,0.5950008,HIGH
0,1,5,7,5,5.9,0,2,0.7143,5,8,4,0.0,2,4,0.5,6,2.95,Enrolled,0.454916,MEDIUM
0,1,5,8,4,6.0,0,4,0.5,5,8,4,0.0,0,4,0.5,8,3.0,Enrolled,0.488,MEDIUM
1,1,17,19,13,6.076923076923076,0,6,0.6842,17,28,11,0.0,1,17,0.3929,23,3.0385,Enrolled,0.6991679999999999,HIGH
0,1,6,10,5,5.7,0,5,0.5,6,9,4,0.0,0,5,0.4444,10,2.85,Dropout,0.567168,HIGH
0,1,7,7,0,0.0,0,7,0.0,6,0,0,0.0,0,0,0.0,7,0.0,Dropout,0.61,HIGH
0,0,6,6,6,7.0,0,0,1.0,6,6,6,0.0,0,0,1.0,0,3.5,Graduate,0.256,LOW
0,1,5,10,4,6.75,1,6,0.4,5,5,5,0.0,0,0,1.0,6,3.375,Enrolled,0.387,MEDIUM
0,0,5,9,3,5.666666666666667,0,6,0.3333,5,8,2,0.0,0,6,0.25,12,2.8333,Enrolled,0.7019968,HIGH
1,1,6,9,5,6.666666666666667,0,4,0.5556,6,17,4,0.0,0,13,0.2353,17,3.3333,Enrolled,0.7207888,HIGH
0,1,7,7,6,6.458333333333333,0,1,0.8571,7,7,6,0.0,0,1,0.8571,2,3.2292,Graduate,0.24536320000000003,LOW
0,1,5,9,4,6.0,1,5,0.4444,5,6,5,0.0,0,1,0.8333,6,3.0,Graduate,0.405784,MEDIUM
0,1,7,8,6,6.865833333333334,0,2,0.75,8,10,7,0.0,0,3,0.7,5,3.4329,Dropout,0.3616104,MEDIUM
0,1,5,5,3,7.0,0,2,0.6,5,7,3,0.0,0,4,0.4286,6,3.5,Enrolled,0.447992,MEDIUM
0,1,6,9,5,6.0,0,4,0.5556,6,10,2,0.0,0,8,0.2,12,3.0,Dropout,0.6386719999999999,HIGH
0,1,7,7,6,6.383333333333333,0,1,0.8571,7,7,6,0.0,0,1,0.8571,2,3.1917,Graduate,0.24626320000000002,LOW
0,1,7,7,7,7.02857142857143,0,0,1.0,8,9,8,0.0,0,1,0.8889,1,3.5143,Graduate,0.2167648,LOW
0,1,6,10,2,5.25,0,8,0.2,6,13,0,0.0,0,13,0.0,21,2.625,Dropout,0.661,HIGH
1,0,6,0,0,0.0,0,0,0.0,6,0,0,0.0,0,0,0.0,0,0.0,Dropout,0.5,MEDIUM
0,1,6,7,6,7.642857142857143,0,1,0.8571,6,6,6,0.0,0,0,1.0,1,3.8214,Graduate,0.1897184,LOW
0,1,5,11,2,5.75,0,9,0.1818,5,10,3,0.0,0,7,0.3,16,2.875,Enrolled,0.592456,HIGH
0,1,7,7,6,6.695833333333333,0,1,0.8571,8,8,8,0.0,0,0,1.0,1,3.3479,Graduate,0.2010824,LOW
0,0,6,13,4,5.5,0,9,0.3077,6,13,2,0.0,0,11,0.1538,20,2.75,Dropout,0.7278600000000001,HIGH
0,1,6,8,5,6.1,0,3,0.625,6,10,5,0.0,0,5,0.5,8,3.05,Graduate,0.5018,MEDIUM
0,1,5,14,4,5.5,0,10,0.2857,5,9,5,0.0,0,4,0.5556,14,2.75,Dropout,0.566696,HIGH
0,0,6,10,4,6.0,0,6,0.4,6,12,0,0.0,0,12,0.0,18,3.0,Dropout,0.7759999999999999,HIGH
0,1,6,6,6,6.5,0,0,1.0,6,6,6,0.0,0,0,1.0,0,3.25,Graduate,0.16200000000000003,LOW
0,1,8,8,7,7.282857142857144,0,1,0.875,8,8,7,0.0,0,1,0.875,2,3.6414,Graduate,0.2326064,LOW
0,1,6,10,4,7.125,1,6,0.4,6,8,5,0.0,0,3,0.625,9,3.5625,Enrolled,0.5025000000000001,MEDIUM
0,1,8,8,7,7.514285714285714,0,1,0.875,8,8,7,0.0,0,1,0.875,2,3.7571,Graduate,0.22982960000000002,LOW
0,1,5,11,3,5.666666666666667,0,8,0.2727,5,9,4,0.0,0,5,0.4444,13,2.8333,Dropout,0.5746328,HIGH
0,1,5,7,4,6.666666666666667,0,3,0.5714,5,9,4,0.0,1,5,0.4444,8,3.3333,Dropout,0.5041367999999999,MEDIUM
0,1,5,8,5,6.1875,0,3,0.625,5,7,5,0.0,0,2,0.7143,5,3.0938,Graduate,0.3686048,MEDIUM
0,1,6,7,6,6.571428571428571,0,1,0.8571,6,6,6,0.0,0,0,1.0,1,3.2857,Graduate,0.2025752,LOW
0,1,7,7,6,7.283333333333334,0,1,0.8571,7,7,6,0.0,0,1,0.8571,2,3.6417,Graduate,0.2354632,LOW
0,1,5,7,4,5.375,0,3,0.5714,5,7,3,0.0,0,4,0.4286,7,2.6875,Enrolled,0.49406000000000005,MEDIUM
0,1,7,0,0,0.0,0,0,0.0,8,0,0,0.0,0,0,0.0,0,0.0,Dropout,0.4,MEDIUM
