Debtor,Tuition fees up to date,1st_sem_enrolled,1st_sem_evaluations,1st_sem_approved,1st_sem_grade,1st_sem_without_evaluations,1st_sem_failed,1st_sem_pass_rate,2nd_sem_enrolled,2nd_sem_evaluations,2nd_sem_approved,2nd_sem_grade,2nd_sem_without_evaluations,2nd_sem_failed,2nd_sem_pass_rate,total_failed,avg_grade,Target
0,1,6,6,6,6.416666666666667,0,0,1.0,6,6,6,0.0,0,0,1.0,0,3.2083,Graduate
0,1,5,5,5,6.6,0,0,1.0,5,5,4,0.0,0,1,0.8,1,3.3,Graduate
0,1,7,9,7,8.502777777777778,0,2,0.7778,8,9,8,0.0,0,1,0.8889,3,4.2514,Graduate
1,0,6,8,5,5.3,0,3,0.625,6,8,5,0.0,0,3,0.625,6,2.65,Graduate
0,1,5,5,5,7.0,0,0,1.0,5,6,5,0.0,0,1,0.8333,1,3.5,Graduate
0,1,8,8,7,6.057142857142857,0,1,0.875,8,8,7,0.0,0,1,0.875,2,3.0286,Graduate
0,1,8,8,8,6.529375,0,0,1.0,8,8,8,0.0,0,0,1.0,0,3.2647,Graduate
0,1,8,8,7,6.642857142857143,0,1,0.875,8,8,7,0.0,0,1,0.875,2,3.3214,Graduate
0,1,5,9,4,5.5,0,5,0.4444,5,8,3,0.0,0,5,0.375,10,2.75,Enrolled
0,1,7,7,7,7.035714285714286,0,0,1.0,8,8,8,0.0,0,0,1.0,0,3.5179,Graduate
0,0,6,0,0,0.0,0,0,0.0,6,0,0,0.0,0,0,0.0,0,0.0,Dropout
0,0,9,9,4,5.625,0,5,0.4444,10,12,3,0.0,0,9,0.25,14,2.8125,Dropout
0,1,6,6,6,7.0,0,0,1.0,6,8,6,0.0,0,2,0.75,2,3.5,Graduate
0,1,6,8,6,6.083333333333333,0,2,0.75,6,11,3,0.0,0,8,0.2727,10,3.0417,Dropout
0,1,8,8,7,6.648571428571428,0,1,0.875,8,8,7,0.0,0,1,0.875,2,3.3243,Graduate
0,1,6,14,6,6.961538461538462,0,8,0.4286,6,9,6,0.0,0,3,0.6667,11,3.4808,Graduate
0,1,7,11,7,6.685,0,4,0.6364,8,13,7,0.0,0,6,0.5385,10,3.3425,Graduate
0,1,5,5,5,6.2,0,0,1.0,5,8,3,0.0,0,5,0.375,5,3.1,Enrolled
0,1,5,5,4,7.5,0,1,0.8,5,5,4,0.0,0,1,0.8,2,3.75,Dropout
1,1,6,6,6,6.666666666666667,0,0,1.0,6,7,6,0.0,0,1,0.8571,1,3.3333,Graduate
0,1,5,8,3,6.0,0,5,0.375,5,9,4,0.0,0,5,0.4444,10,3.0,Enrolled
0,1,6,7,5,6.7,0,2,0.7143,6,9,5,0.0,0,4,0.5556,6,3.35,Graduate
0,1,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0.0,0,0.0,Enrolled
0,1,5,9,4,5.75,0,5,0.4444,5,5,5,0.0,0,0,1.0,5,2.875,Graduate
0,1,7,12,6,6.0,0,6,0.5,7,11,6,0.0,0,5,0.5455,11,3.0,Enrolled
0,1,8,8,7,6.742857142857142,0,1,0.875,8,8,7,0.0,0,1,0.875,2,3.3714,Graduate
0,1,6,6,6,6.0,0,0,1.0,6,8,6,0.0,0,2,0.75,2,3.0,Graduate
0,1,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0.0,0,0.0,Dropout
0,1,5,7,3,5.166666666666667,0,4,0.4286,5,11,3,0.0,0,8,0.2727,12,2.5833,Enrolled
0,1,7,10,5,6.47,0,5,0.5,7,7,5,0.0,0,2,0.7143,7,3.235,Enrolled
0,1,8,11,7,6.629285714285714,0,4,0.6364,8,11,7,0.0,0,4,0.6364,8,3.3146,Graduate
0,1,5,9,4,6.125,0,5,0.4444,5,10,4,0.0,0,6,0.4,11,3.0625,Enrolled
0,0,6,9,3,5.833333333333333,0,6,0.3333,6,15,1,0.0,0,14,0.0667,20,2.9167,Dropout
0,1,6,7,6,6.785714285714286,0,1,0.8571,6,6,6,0.0,0,0,1.0,1,3.3929,Graduate
0,1,6,9,5,5.9,0,4,0.5556,6,9,5,0.0,0,4,0.5556,8,2.95,Graduate
0,1,5,7,5,7.1,0,2,0.7143,5,7,5,0.0,0,2,0.7143,4,3.55,Graduate
0,1,5,8,5,5.5,0,3,0.625,5,6,5,0.0,1,1,0.8333,4,2.75,Graduate
0,1,7,16,4,6.8125,0,12,0.25,7,8,7,0.0,0,1,0.875,13,3.4062,Enrolled
0,1,8,8,7,7.326428571428571,0,1,0.875,8,8,7,0.0,0,1,0.875,2,3.6632,Graduate
0,1,6,9,6,5.666666666666667,0,3,0.6667,6,6,6,0.0,0,0,1.0,3,2.8333,Graduate
1,0,7,12,4,6.85,0,8,0.3333,7,7,0,0.0,0,7,0.0,15,3.425,Dropout
0,1,11,11,11,6.863636363636364,0,0,1.0,8,8,8,0.0,0,0,1.0,0,3.4318,Graduate
0,1,7,9,7,5.875,0,2,0.7778,8,12,7,0.0,0,5,0.5833,7,2.9375,Dropout
0,1,6,9,6,6.166666666666667,0,3,0.6667,6,11,5,0.0,0,6,0.4545,9,3.0833,Graduate
0,1,6,6,6,7.0,0,0,1.0,6,7,6,0.0,0,1,0.8571,1,3.5,Dropout
0,1,5,7,4,5.75,0,3,0.5714,5,6,4,0.0,0,2,0.6667,5,2.875,Graduate
0,1,5,6,5,5.6,0,1,0.8333,5,5,5,0.0,0,0,1.0,1,2.8,Graduate
0,1,8,8,7,7.535,0,1,0.875,8,8,7,0.0,0,1,0.875,2,3.7675,Graduate
0,1,5,6,1,5.0,0,5,0.1667,5,7,1,0.0,0,6,0.1429,11,2.5,Dropout
0,1,5,5,4,6.0,0,1,0.8,5,6,5,0.0,0,1,0.8333,2,3.0,Enrolled
0,1,6,11,4,6.5,0,7,0.3636,6,11,4,0.0,0,7,0.3636,14,3.25,Graduate
0,1,6,7,4,5.5,0,3,0.5714,6,7,3,0.0,0,4,0.4286,7,2.75,Dropout
0,1,6,8,6,6.785714285714286,0,2,0.75,6,11,5,0.0,0,6,0.4545,8,3.3929,Graduate
0,1,6,7,5,7.3,0,2,0.7143,6,6,5,0.0,0,1,0.8333,3,3.65,Graduate
1,1,7,13,3,5.916666666666667,0,10,0.2308,7,14,2,0.0,0,12,0.1429,22,2.9583,Dropout
0,1,7,11,7,6.3125,0,4,0.6364,8,11,8,0.0,0,3,0.7273,7,3.1562,Graduate
0,1,7,12,4,5.75,0,8,0.3333,7,14,3,0.0,0,11,0.2143,19,2.875,Dropout
0,1,5,8,4,6.625,1,4,0.5,5,10,4,0.0,0,6,0.4,10,3.3125,Graduate
0,1,7,9,7,6.303125,0,2,0.7778,8,12,6,0.0,0,6,0.5,8,3.1516,Graduate
1,0,10,15,8,6.875,0,7,0.5333,9,17,5,0.0,0,12,0.2941,19,3.4375,Dropout
0,1,7,10,6,6.799166666666667,0,4,0.6,8,11,6,0.0,0,5,0.5455,9,3.3996,Enrolled
0,1,6,11,5,5.571428571428571,0,6,0.4545,6,8,6,0.0,0,2,0.75,8,2.7857,Graduate
0,1,11,11,11,6.35,0,0,1.0,10,12,10,0.0,0,2,0.8333,2,3.175,Enrolled
0,1,5,9,1,5.0,0,8,0.1111,5,10,1,0.0,0,9,0.1,17,2.5,Dropout
1,1,6,8,6,5.833333333333333,0,2,0.75,6,10,4,0.0,0,6,0.4,8,2.9167,Graduate
0,1,6,8,6,7.0,0,2,0.75,6,7,6,0.0,0,1,0.8571,3,3.5,Graduate
0,1,5,9,0,0.0,4,9,0.0,5,9,0,0.0,3,9,0.0,18,0.0,Dropout
0,1,8,9,7,6.020714285714285,0,2,0.7778,8,9,7,0.0,0,2,0.7778,4,3.0104,Graduate
0,1,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0.0,0,0.0,Graduate
0,1,13,14,13,6.884615384615385,0,1,0.9286,12,16,12,0.0,0,4,0.75,5,3.4423,Graduate
0,1,18,20,18,7.722222222222222,0,2,0.9,13,13,13,0.0,0,0,1.0,2,3.8611,Graduate
0,1,7,9,6,5.75,0,3,0.6667,7,8,7,0.0,0,1,0.875,4,2.875,Enrolled
0,0,3,3,2,5.0,0,1,0.6667,6,0,0,0.0,0,0,0.0,1,2.5,Dropout
0,1,6,8,4,6.125,0,4,0.5,6,13,3,0.0,0,10,0.2308,14,3.0625,Dropout
0,0,6,6,6,7.25,0,0,1.0,6,6,6,0.0,0,0,1.0,0,3.625,Graduate
0,1,6,7,6,7.785714285714286,0,1,0.8571,6,8,6,0.0,0,2,0.75,3,3.8929,Graduate
0,1,6,7,6,7.785714285714286,0,1,0.8571,6,7,6,0.0,0,1,0.8571,2,3.8929,Graduate
0,1,6,8,5,6.9,0,3,0.625,6,7,6,0.0,0,1,0.8571,4,3.45,Graduate
1,0,5,8,3,5.333333333333333,0,5,0.375,5,14,2,0.0,0,12,0.1429,17,2.6667,Dropout
1,1,6,8,5,5.8,0,3,0.625,6,8,4,0.0,0,4,0.5,7,2.9,Graduate
0,0,6,11,1,6.5,0,10,0.0909,6,12,0,0.0,0,12,0.0,22,3.25,Dropout
0,1,5,9,3,6.0,0,6,0.3333,5,11,4,0.0,0,7,0.3636,13,3.0,Graduate
1,1,14,14,12,6.166666666666667,2,2,0.8571,14,14,12,0.0,2,2,0.8571,4,3.0833,Graduate
1,1,6,10,6,6.4375,0,4,0.6,6,12,6,0.0,0,6,0.5,10,3.2188,Enrolled
0,0,6,12,1,5.5,0,11,0.0833,6,0,0,0.0,0,0,0.0,11,2.75,Dropout
1,0,6,10,4,6.125,0,6,0.4,6,13,4,0.0,0,9,0.3077,15,3.0625,Dropout
0,0,7,7,0,0.0,7,7,0.0,8,8,0,0.0,7,8,0.0,15,0.0,Dropout
0,1,6,11,4,5.375,0,7,0.3636,6,13,5,0.0,0,8,0.3846,15,2.6875,Enrolled
0,1,8,9,8,6.815,1,1,0.8889,8,9,8,0.0,1,1,0.8889,2,3.4075,Graduate
0,1,5,8,3,6.5,0,5,0.375,5,7,4,0.0,1,3,0.5714,8,3.25,Graduate
0,1,7,9,6,6.766666666666666,0,3,0.6667,7,7,7,0.0,0,0,1.0,3,3.3833,Enrolled
0,1,7,7,7,8.45,0,0,1.0,8,9,8,0.0,0,1,0.8889,1,4.225,Graduate
0,1,6,10,5,6.0,0,5,0.5,6,11,4,0.0,0,7,0.3636,12,3.0,Graduate
0,1,6,6,6,6.25,0,0,1.0,6,7,6,0.0,0,1,0.8571,1,3.125,Graduate
0,1,8,8,7,6.382142857142857,0,1,0.875,8,8,7,0.0,0,1,0.875,2,3.1911,Graduate
0,1,5,8,5,6.875,0,3,0.625,5,6,5,0.0,0,1,0.8333,4,3.4375,Graduate
1,1,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0.0,0,0.0,Dropout
0,1,7,7,7,7.302142857142856,0,0,1.0,8,9,8,0.0,0,1,0.8889,1,3.6511,Graduate
1,0,5,7,0,0.0,0,7,0.0,5,7,0,0.0,0,7,0.0,14,0.0,Dropout
1,1,6,9,5,6.916666666666667,0,4,0.5556,6,7,6,0.0,0,1,0.8571,5,3.4583,Graduate
0,1,8,8,8,6.788125,0,0,1.0,8,8,8,0.0,0,0,1.0,0,3.3941,Graduate
0,1,6,7,6,7.571428571428571,0,1,0.8571,6,6,6,0.0,0,0,1.0,1,3.7857,Graduate
0,1,5,8,3,5.333333333333333,0,5,0.375,5,8,5,0.0,0,3,0.625,8,2.6667,Graduate
0,1,6,11,5,5.6,0,6,0.4545,6,6,6,0.0,0,0,1.0,6,2.8,Graduate
0,1,8,8,8,6.881875,0,0,1.0,8,8,8,0.0,0,0,1.0,0,3.4409,Graduate
1,1,9,10,8,6.625,0,2,0.8,9,14,5,0.0,0,9,0.3571,11,3.3125,Enrolled
0,1,6,10,5,5.357142857142857,0,5,0.5,6,10,5,0.0,0,5,0.5,10,2.6786,Graduate
1,1,6,6,6,6.083333333333333,0,0,1.0,6,7,6,0.0,0,1,0.8571,1,3.0417,Graduate
0,1,7,8,6,7.178571428571429,0,2,0.75,7,8,6,0.0,0,2,0.75,4,3.5893,Graduate
0,1,6,6,6,6.416666666666667,0,0,1.0,6,6,6,0.0,0,0,1.0,0,3.2083,Graduate
0,1,8,8,7,6.962857142857142,0,1,0.875,8,8,7,0.0,0,1,0.875,2,3.4814,Graduate
0,1,5,9,2,6.0,0,7,0.2222,5,9,3,0.0,0,6,0.3333,13,3.0,Dropout
0,1,7,7,7,6.72142857142857,0,0,1.0,8,9,8,0.0,0,1,0.8889,1,3.3607,Graduate
0,1,5,5,1,8.0,0,4,0.2,5,5,0,0.0,0,5,0.0,9,4.0,Dropout
0,1,6,8,6,6.5625,0,2,0.75,6,10,6,0.0,0,4,0.6,6,3.2812,Graduate
0,1,6,7,0,0.0,0,7,0.0,6,6,0,0.0,0,6,0.0,13,0.0,Dropout
0,0,9,9,5,5.7,0,4,0.5556,4,4,4,0.0,0,0,1.0,4,2.85,Dropout
0,0,4,12,2,5.5,2,10,0.1667,5,9,3,0.0,0,6,0.3333,16,2.75,Dropout
0,1,5,13,1,5.5,0,12,0.0769,5,11,1,0.0,0,10,0.0909,22,2.75,Enrolled
0,1,6,14,5,6.833333333333333,0,9,0.3571,6,10,5,0.0,0,5,0.5,14,3.4167,Graduate
0,0,6,10,4,5.875,0,6,0.4,5,6,1,0.0,0,5,0.1667,11,2.9375,Dropout
0,1,7,11,1,5.0,0,10,0.0909,7,7,1,0.0,0,6,0.1429,16,2.5,Dropout
0,1,6,8,6,6.75,0,2,0.75,6,9,6,0.0,0,3,0.6667,5,3.375,Graduate
1,1,6,0,0,0.0,0,0,0.0,6,0,0,0.0,0,0,0.0,0,0.0,Dropout
1,1,6,12,1,6.0,0,11,0.0833,6,11,1,0.0,0,10,0.0909,21,3.0,Enrolled
0,0,6,11,3,6.5,0,8,0.2727,6,10,5,0.0,0,5,0.5,13,3.25,Dropout
0,1,6,7,6,7.416666666666667,0,1,0.8571,6,6,6,0.0,0,0,1.0,1,3.7083,Graduate
0,1,6,6,6,5.916666666666667,0,0,1.0,6,7,6,0.0,0,1,0.8571,1,2.9583,Graduate
0,1,6,10,5,6.0,0,5,0.5,6,11,5,0.0,0,6,0.4545,11,3.0,Graduate
0,1,6,11,4,6.375,0,7,0.3636,6,7,6,0.0,0,1,0.8571,8,3.1875,Graduate
0,1,5,5,0,0.0,5,5,0.0,5,7,4,0.0,1,3,0.5714,8,0.0,Enrolled
0,1,6,7,0,0.0,0,7,0.0,6,16,1,0.0,0,15,0.0625,22,0.0,Dropout
0,1,6,6,6,6.0,0,0,1.0,6,7,6,0.0,0,1,0.8571,1,3.0,Graduate
0,1,7,9,7,5.838888888888888,0,2,0.7778,8,8,8,0.0,0,0,1.0,2,2.9194,Graduate
0,1,8,8,7,6.8,0,1,0.875,8,8,7,0.0,0,1,0.875,2,3.4,Graduate
0,1,6,7,6,8.0,0,1,0.8571,6,8,6,0.0,0,2,0.75,3,4.0,Graduate
0,1,6,9,5,5.9,0,4,0.5556,6,7,6,0.0,0,1,0.8571,5,2.95,Graduate
1,1,5,5,0,0.0,0,5,0.0,6,7,2,0.0,0,5,0.2857,10,0.0,Dropout
0,1,6,0,0,0.0,0,0,0.0,6,0,0,0.0,0,0,0.0,0,0.0,Dropout
1,1,6,7,6,8.071428571428571,0,1,0.8571,6,10,6,0.0,0,4,0.6,5,4.0357,Graduate
0,1,8,8,7,5.892857142857143,0,1,0.875,8,8,7,0.0,0,1,0.875,2,2.9464,Graduate
0,1,8,8,8,6.711875,0,0,1.0,8,8,8,0.0,0,0,1.0,0,3.3559,Graduate
0,1,6,8,6,6.25,0,2,0.75,6,10,5,0.0,0,5,0.5,7,3.125,Graduate
0,1,8,8,7,6.232142857142857,0,1,0.875,8,8,7,0.0,0,1,0.875,2,3.1161,Graduate
1,1,11,18,8,6.1875,0,10,0.4444,9,15,5,0.0,0,10,0.3333,20,3.0938,Enrolled
0,1,6,8,1,5.0,0,7,0.125,6,9,0,0.0,0,9,0.0,16,2.5,Dropout
0,1,6,8,5,6.3,0,3,0.625,6,10,6,0.0,0,4,0.6,7,3.15,Enrolled
0,1,5,5,5,6.3,0,0,1.0,5,6,4,0.0,0,2,0.6667,2,3.15,Graduate
0,1,5,7,2,5.0,0,5,0.2857,5,6,4,0.0,0,2,0.6667,7,2.5,Dropout
0,1,7,7,0,0.0,0,7,0.0,6,0,0,0.0,0,0,0.0,7,0.0,Dropout
0,1,5,7,5,5.8,0,2,0.7143,5,8,5,0.0,0,3,0.625,5,2.9,Graduate
0,1,6,8,6,6.083333333333333,0,2,0.75,6,6,6,0.0,0,0,1.0,2,3.0417,Graduate
0,1,6,10,4,6.8,0,6,0.4,6,7,5,0.0,0,2,0.7143,8,3.4,Graduate
0,0,5,8,4,6.25,1,4,0.5,5,8,5,0.0,0,3,0.625,7,3.125,Dropout
0,1,6,6,4,6.125,0,2,0.6667,6,10,4,0.0,0,6,0.4,8,3.0625,Enrolled
0,1,6,7,6,5.857142857142857,0,1,0.8571,6,8,6,0.0,0,2,0.75,3,2.9286,Graduate
0,1,6,7,6,6.75,0,1,0.8571,6,7,6,0.0,0,1,0.8571,2,3.375,Graduate
0,1,8,8,7,6.512142857142857,0,1,0.875,8,8,7,0.0,0,1,0.875,2,3.2561,Graduate
0,0,6,12,0,0.0,0,12,0.0,6,0,0,0.0,0,0,0.0,12,0.0,Dropout
0,1,5,6,5,8.666666666666666,0,1,0.8333,5,8,5,0.0,0,3,0.625,4,4.3333,Graduate
0,1,5,7,4,5.5,0,3,0.5714,5,7,4,0.0,0,3,0.5714,6,2.75,Graduate
0,1,7,10,6,6.833333333333333,0,4,0.6,7,9,6,0.0,0,3,0.6667,7,3.4167,Dropout
0,1,6,9,6,5.6875,0,3,0.6667,6,6,5,0.0,0,1,0.8333,4,2.8438,Enrolled
0,1,6,6,6,6.416666666666667,0,0,1.0,6,8,6,0.0,0,2,0.75,2,3.2083,Graduate
0,1,6,9,5,6.3,0,4,0.5556,6,11,4,0.0,0,7,0.3636,11,3.15,Graduate
0,1,7,8,6,7.166666666666667,0,2,0.75,8,9,7,0.0,0,2,0.7778,4,3.5833,Graduate
0,1,5,8,4,6.75,0,4,0.5,6,10,6,0.0,0,4,0.6,8,3.375,Enrolled
0,1,8,8,7,7.142857142857143,0,1,0.875,8,8,7,0.0,0,1,0.875,2,3.5714,Graduate
0,1,6,15,3,5.875,0,12,0.2,6,12,2,0.0,0,10,0.1667,22,2.9375,Dropout
0,1,5,5,5,7.4,0,0,1.0,5,5,5,0.0,0,0,1.0,0,3.7,Graduate
1,0,6,7,0,0.0,0,7,0.0,6,0,0,0.0,0,0,0.0,7,0.0,Dropout
0,1,6,14,1,5.0,0,13,0.0714,5,5,0,0.0,0,5,0.0,18,2.5,Dropout
0,1,5,5,0,0.0,0,5,0.0,5,5,0,0.0,0,5,0.0,10,0.0,Dropout
0,1,7,10,4,6.3,0,6,0.4,7,9,5,0.0,0,4,0.5556,10,3.15,Dropout
0,1,5,9,5,6.214285714285714,1,4,0.5556,5,7,5,0.0,0,2,0.7143,6,3.1071,Graduate
0,1,6,10,4,5.0,0,6,0.4,6,11,3,0.0,0,8,0.2727,14,2.5,Enrolled
0,1,5,7,3,6.166666666666667,0,4,0.4286,5,5,0,0.0,0,5,0.0,9,3.0833,Dropout
0,0,6,0,0,0.0,0,0,0.0,6,0,0,0.0,0,0,0.0,0,0.0,Dropout
1,1,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0.0,0,0.0,Graduate
1,1,11,12,10,6.05,0,2,0.8333,8,9,8,0.0,0,1,0.8889,3,3.025,Graduate
0,1,6,7,6,7.357142857142857,0,1,0.8571,6,6,6,0.0,0,0,1.0,1,3.6786,Graduate
0,1,6,6,6,6.333333333333333,0,0,1.0,6,7,6,0.0,0,1,0.8571,1,3.1667,Graduate
0,1,12,14,12,7.192307692307692,0,2,0.8571,10,12,10,0.0,0,2,0.8333,4,3.5962,Graduate
0,1,5,5,5,6.7,0,0,1.0,5,6,5,0.0,0,1,0.8333,1,3.35,Graduate
0,1,8,8,7,6.657142857142858,0,1,0.875,8,8,7,0.0,0,1,0.875,2,3.3286,Graduate
0,1,8,8,7,5.994285714285715,0,1,0.875,8,8,7,0.0,0,1,0.875,2,2.9971,Graduate
0,1,11,17,11,5.772727272727272,0,6,0.6471,9,13,8,0.0,0,5,0.6154,11,2.8864,Graduate
0,1,6,13,6,8.23076923076923,0,7,0.4615,6,8,6,0.0,0,2,0.75,9,4.1154,Graduate
0,1,6,7,6,6.833333333333333,0,1,0.8571,6,6,6,0.0,0,0,1.0,1,3.4167,Graduate
0,1,7,8,7,6.325,0,1,0.875,8,9,8,0.0,0,1,0.8889,2,3.1625,Dropout
0,1,6,7,6,6.166666666666667,0,1,0.8571,6,10,3,0.0,0,7,0.3,8,3.0833,Enrolled
0,1,7,8,6,7.185,0,2,0.75,8,10,7,0.0,0,3,0.7,5,3.5925,Graduate
0,1,5,13,3,6.0,2,10,0.2308,5,8,4,0.0,0,4,0.5,14,3.0,Enrolled
0,0,6,12,3,6.0,0,9,0.25,6,15,3,0.0,0,12,0.2,21,3.0,Dropout
0,1,6,11,4,6.0,0,7,0.3636,6,14,3,0.0,0,11,0.2143,18,3.0,Dropout
0,1,6,10,5,6.3,0,5,0.5,6,7,5,0.0,0,2,0.7143,7,3.15,Graduate
1,1,6,6,6,6.083333333333333,0,0,1.0,6,6,6,0.0,0,0,1.0,0,3.0417,Graduate
0,1,7,8,6,6.75,0,2,0.75,7,8,6,0.0,0,2,0.75,4,3.375,Enrolled
0,1,8,8,8,6.881875,0,0,1.0,8,8,8,0.0,0,0,1.0,0,3.4409,Graduate
0,1,7,11,6,6.2,0,5,0.5455,7,8,6,0.0,0,2,0.75,7,3.1,Graduate
0,1,5,16,4,5.333333333333333,0,12,0.25,5,11,2,0.0,0,9,0.1818,21,2.6667,Enrolled
0,1,7,7,6,7.166666666666667,0,1,0.8571,7,7,6,0.0,0,1,0.8571,2,3.5833,Graduate
0,1,6,12,4,6.25,0,8,0.3333,6,13,2,0.0,0,11,0.1538,19,3.125,Enrolled
1,0,6,14,1,5.0,0,13,0.0714,6,13,0,0.0,0,13,0.0,26,2.5,Dropout
0,1,7,8,7,7.348125,0,1,0.875,8,9,8,0.0,0,1,0.8889,2,3.6741,Graduate
0,1,6,14,4,5.75,0,10,0.2857,6,17,3,0.0,0,14,0.1765,24,2.875,Enrolled
0,1,7,9,7,6.427777777777778,0,2,0.7778,8,8,8,0.0,0,0,1.0,2,3.2139,Graduate
0,1,7,7,7,6.85,0,0,1.0,8,9,8,0.0,0,1,0.8889,1,3.425,Graduate
0,0,5,9,0,0.0,3,9,0.0,5,10,1,0.0,3,9,0.1,18,0.0,Dropout
0,1,6,13,3,5.6,0,10,0.2308,6,9,4,0.0,0,5,0.4444,15,2.8,Enrolled
0,1,7,7,7,6.642857142857143,0,0,1.0,8,9,8,0.0,0,1,0.8889,1,3.3214,Graduate
0,1,6,9,5,6.5,0,4,0.5556,6,8,5,0.0,0,3,0.625,7,3.25,Enrolled
0,1,7,8,6,6.3,0,2,0.75,7,9,6,0.0,0,3,0.6667,5,3.15,Enrolled
1,0,5,5,5,6.4,0,0,1.0,5,5,4,0.0,0,1,0.8,1,3.2,Enrolled
0,1,6,14,5,5.75,1,9,0.3571,6,13,5,0.0,1,8,0.3846,17,2.875,Dropout
0,1,8,8,7,5.7,0,1,0.875,8,8,7,0.0,0,1,0.875,2,2.85,Graduate
0,1,6,6,6,6.166666666666667,0,0,1.0,6,8,6,0.0,0,2,0.75,2,3.0833,Graduate
0,1,6,7,5,6.4,0,2,0.7143,6,10,4,0.0,0,6,0.4,8,3.2,Graduate
0,1,5,8,5,6.0,1,3,0.625,5,8,4,0.0,1,4,0.5,7,3.0,Graduate
0,1,6,8,5,6.5,0,3,0.625,6,9,5,0.0,0,4,0.5556,7,3.25,Graduate
1,0,6,6,6,5.916666666666667,0,0,1.0,6,8,6,0.0,0,2,0.75,2,2.9583,Dropout
0,1,6,8,6,7.0,0,2,0.75,6,9,6,0.0,0,3,0.6667,5,3.5,Graduate
0,1,6,6,6,6.166666666666667,0,0,1.0,6,6,6,0.0,0,0,1.0,0,3.0833,Graduate
0,1,7,10,5,6.52,0,5,0.5,7,7,7,0.0,0,0,1.0,5,3.26,Enrolled
1,0,11,18,11,6.583333333333333,0,7,0.6111,9,15,8,0.0,0,7,0.5333,14,3.2917,Enrolled
0,1,6,7,6,6.25,0,1,0.8571,6,11,6,0.0,0,5,0.5455,6,3.125,Graduate
0,1,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0.0,0,0.0,Graduate
0,1,8,8,7,7.828571428571428,0,1,0.875,8,8,7,0.0,0,1,0.875,2,3.9143,Graduate
0,1,6,6,6,6.083333333333333,0,0,1.0,6,6,6,0.0,0,0,1.0,0,3.0417,Graduate
0,1,6,0,0,0.0,0,0,0.0,6,0,0,0.0,0,0,0.0,0,0.0,Dropout
0,1,6,11,5,5.3,0,6,0.4545,6,9,5,0.0,0,4,0.5556,10,2.65,Enrolled
0,1,6,10,6,6.714285714285714,0,4,0.6,6,11,5,0.0,0,6,0.4545,10,3.3571,Enrolled
0,1,6,8,4,5.875,0,4,0.5,6,12,0,0.0,0,12,0.0,16,2.9375,Dropout
1,0,5,10,0,0.0,0,10,0.0,5,5,0,0.0,0,5,0.0,15,0.0,Dropout
0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0.0,0,0.0,Dropout
0,0,5,0,0,0.0,0,0,0.0,5,0,0,0.0,0,0,0.0,0,0.0,Dropout
0,1,5,9,1,6.5,0,8,0.1111,5,5,0,0.0,0,5,0.0,13,3.25,Dropout
0,1,8,8,7,6.665714285714286,0,1,0.875,8,8,7,0.0,0,1,0.875,2,3.3329,Graduate
0,1,6,0,0,0.0,0,0,0.0,6,0,0,0.0,0,0,0.0,0,0.0,Dropout
0,1,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0.0,0,0.0,Graduate
0,1,7,7,6,6.85,0,1,0.8571,7,7,6,0.0,0,1,0.8571,2,3.425,Graduate
1,0,5,5,0,0.0,0,5,0.0,5,5,0,0.0,5,5,0.0,10,0.0,Dropout
0,1,9,12,9,6.727272727272728,0,3,0.75,7,9,6,0.0,0,3,0.6667,6,3.3636,Dropout
0,1,8,8,7,6.1,0,1,0.875,8,8,7,0.0,0,1,0.875,2,3.05,Graduate
0,1,5,8,3,5.0,0,5,0.375,5,10,4,0.0,0,6,0.4,11,2.5,Dropout
0,1,6,7,5,6.5,0,2,0.7143,6,7,6,0.0,0,1,0.8571,3,3.25,Graduate
0,1,6,11,6,6.0,0,5,0.5455,6,6,6,0.0,0,0,1.0,5,3.0,Graduate
0,1,8,8,7,7.514285714285714,0,1,0.875,8,8,7,0.0,0,1,0.875,2,3.7571,Graduate
0,1,6,8,6,6.0,0,2,0.75,6,7,6,0.0,0,1,0.8571,3,3.0,Graduate
0,1,6,8,5,6.0,0,3,0.625,6,8,5,0.0,0,3,0.625,6,3.0,Graduate
0,0,7,7,3,6.833333333333333,0,4,0.4286,8,8,3,0.0,4,5,0.375,9,3.4167,Dropout
0,1,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0.0,0,0.0,Dropout
0,1,5,6,5,6.0,0,1,0.8333,5,7,4,0.0,0,3,0.5714,4,3.0,Enrolled
0,1,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0.0,0,0.0,Graduate
1,0,6,6,1,7.0,0,5,0.1667,6,7,0,0.0,7,7,0.0,12,3.5,Dropout
0,1,6,6,0,0.0,0,6,0.0,6,7,0,0.0,0,7,0.0,13,0.0,Dropout
